,Iteration,Time,Fitness,Temperature,max_iters
471,471,0.07677960000000894,19.0,1,1000
472,472,0.07691269999997985,19.0,1,1000
473,473,0.0770469999999932,19.0,1,1000
474,474,0.07763820000002397,19.0,1,1000
475,475,0.078194900000085,19.0,1,1000
476,476,0.07837590000008277,19.0,1,1000
477,477,0.07851470000002791,19.0,1,1000
478,478,0.0786171000000877,19.0,1,1000
479,479,0.07875480000006974,19.0,1,1000
480,480,0.07889110000007804,23.0,1,1000
481,481,0.07903120000003128,23.0,1,1000
482,482,0.07914410000000771,23.0,1,1000
483,483,0.07925110000007862,23.0,1,1000
484,484,0.07940120000000661,23.0,1,1000
485,485,0.0795404000000417,23.0,1,1000
486,486,0.07964460000005147,23.0,1,1000
487,487,0.07978290000005472,23.0,1,1000
488,488,0.07992400000000544,23.0,1,1000
489,489,0.08006399999999303,23.0,1,1000
490,490,0.08016620000000785,23.0,1,1000
491,491,0.08030440000004546,23.0,1,1000
492,492,0.08039310000003752,23.0,1,1000
493,493,0.08052889999999024,23.0,1,1000
494,494,0.08066450000001169,23.0,1,1000
495,495,0.0807619000000841,23.0,1,1000
496,496,0.08086060000005091,23.0,1,1000
497,497,0.08099010000000817,23.0,1,1000
498,498,0.08113360000004377,24.0,1,1000
499,499,0.08126720000007026,24.0,1,1000
500,500,0.08137350000004062,24.0,1,1000
501,501,0.0814897000000201,24.0,1,1000
502,502,0.08164429999999356,24.0,1,1000
503,503,0.08176300000002357,24.0,1,1000
504,504,0.08196310000005269,24.0,1,1000
505,505,0.08212600000001657,24.0,1,1000
506,506,0.0822362000000112,24.0,1,1000
507,507,0.08234440000001086,24.0,1,1000
508,508,0.08249460000001818,24.0,1,1000
509,509,0.08264680000002045,24.0,1,1000
510,510,0.08275500000002012,24.0,1,1000
511,511,0.08291420000000471,24.0,1,1000
512,512,0.08302079999998568,25.0,1,1000
513,513,0.08316760000002432,25.0,1,1000
514,514,0.08328840000001492,25.0,1,1000
515,515,0.0833840999999893,25.0,1,1000
516,516,0.08351980000009007,25.0,1,1000
517,517,0.08361100000001898,25.0,1,1000
518,518,0.08374860000003537,25.0,1,1000
519,519,0.08389490000001842,25.0,1,1000
520,520,0.08403710000004594,25.0,1,1000
521,521,0.08414560000005622,25.0,1,1000
522,522,0.08428990000004433,25.0,1,1000
523,523,0.08439659999999094,25.0,1,1000
524,524,0.08449389999998402,25.0,1,1000
525,525,0.0845840000000635,25.0,1,1000
526,526,0.08467900000005102,25.0,1,1000
527,527,0.08477700000003097,25.0,1,1000
528,528,0.08491770000000542,25.0,1,1000
529,529,0.08505569999999807,25.0,1,1000
530,530,0.08521200000006957,25.0,1,1000
531,531,0.08534919999999602,25.0,1,1000
532,532,0.08548860000007608,25.0,1,1000
533,533,0.08563460000004852,25.0,1,1000
534,534,0.08574400000009064,25.0,1,1000
535,535,0.08590090000006967,25.0,1,1000
536,536,0.08603340000001936,25.0,1,1000
537,537,0.08623280000006162,25.0,1,1000
538,538,0.08634710000001178,25.0,1,1000
539,539,0.0864748999999847,25.0,1,1000
540,540,0.08664180000005217,25.0,1,1000
541,541,0.0867680000000064,25.0,1,1000
542,542,0.08688760000006823,25.0,1,1000
543,543,0.08706680000000233,25.0,1,1000
